text,label,label_name,source
Performance of the obligations herein is subject to force majeure; neither party is liable for delays caused by acts of God.,0,Contract Law,original
Piercing the corporate veil is warranted as the subsidiary was a sham to shield the parent company.,3,Corporate / Company Law,original
"Retrospective seniority unless directed by the court or expressly provided by the applicable rules, should not be allowed, as in so doing, others who had earlier entered service, will be impacted as held by Justice Hrishikesh Roy in the case of The State Of Bihar &amp; Ors. Vs Arbind Jee[CIVIL APPEAL NO. 3767 OF 2010]. The respondent was represented by Mr. Satvik Misra, learned counsel, and the learned counsel appearing for the appellants was Mr. Abhinav Mukerji. The brief facts of the case are that the father of the respondent was working as a Home guard and after he died in harness, the respondent applied for a compassionate appointment but the respondent was denied appointment as he was found deficient in the physical standards. Thus aggrieved, the respondent moved and obtained relief from the Patna High Court for appointment in Class IV post. As the respondent was shortlisted for the post of Adhinayak Lipik, he challenged the High Court order through SLP(C) No. 6437 of 1993. By the order of the Supreme Court, the respondent was appointed “Adhinayak Lipik’ on 27.2.1996. Six years after joining service, an application was made on 10.9.2002 by the respondent claiming seniority from 5.12.1985 but the authorities rejected the claim on 20.11.2002 on the ground that the respondent was appointed on 27.2.1996 on the direction of the Supreme Court and that he was not borne in service as on 5.12.1985. The rejection order was then challenged and the Patna High Court directed the authority to consider the respondent’s seniority from 5.12.1985. The above order passed by the learned Single Judge was challenged by the State. To challenge the conferment of retrospective seniority, the learned counsel for the appellant has cited Shitla Prasad Shukla vs. State of UP and Ors where the court speaking through Justice M. P. Thakkar rightly held that “The latecomers to the regular stream cannot steal a march over the early arrivals in the regular queue.” The principles enunciated in Shitla Prasad Shukla are applicable to the case at hand as he is claiming seniority benefit for 10 years without working for a single day during that period. The learned counsel for respondent relies on C. Jayachandran vs. State of Kerala, to argue for retrospective seniority. Here, the bench speaking through Justice Hemant Gupta in the context of a diligent litigant observed that: “The appellant has submitted the representation on 11-4-2012 i.e.",5,Family Law,ilc
"The purpose of S.362 Cr.P.C is that once a Court delivers the judgment that Court becomes functus officio and thereafter it cannot reconsider or modify the judgment. Application under S.482 cannot be used to short-circuit other proceedings which are subsisting between the parties. This was held in SOMBIR DAGAR &amp; ORS v. THE STATE GOVT OF NCT OF DELHI AND SOMBIR DAGAR v. THE STATE GOVT OF NCT OF DELHI [CRL.M.C. 314/2015 &amp; CRL.M.C. 315/2015] in the High Court of New Delhi by single judge bench consisting of JUSTICE SUBRAMONIUM PRASAD. Facts are that due to matrimonial disputes between the petitioner and the respondent F.I.Rs were registered for offenses under Sections 498A, 406, 34 IPC. Parties entered compromise and Court by an order quashed the two FIRs with recourse to law. Applications have been filed for recalling the prior order on the ground the compromise had been obtained by the petitioners by giving false assurances to the Court. The counsel for the applicant stated the petitioner has beaten, humiliated and thrown out the petitioner and argued that the sole purpose of compromise was to get the FIRs quashed by fraud. He placed reliance on Sanjeev Kapoor v. Chandana Kapoor to support that the case fell under exceptions to embargo u/s 362 Cr.P.C. The court referred to the Apex court judgment in the case of Nazma v. Javed, where in it was held that, “The practice of filing miscellaneous petitions after the disposal of the main case and issuance of fresh directions in such miscellaneous petitions by the High Court are unwarranted, not referable to any statutory provision and in substance the abuse of the process of the court.” The court relied on the judgement of Simrikhia v. Dolley Mukherjee, where the Apex Court had discussed the scope of Sections 482, wherein the following observations were made, “The inherent jurisdiction of the High Court cannot be invoked to override bar of review under Section 362. It is clearly stated in Sooraj Devi v. Pyare Lal [(1981) 1 SCC 500 : 1981 SCC (Cri) 188], that the inherent power of the court cannot be exercised for doing that which is specifically prohibited by the Code. The law is therefore clear that the inherent power cannot be exercised for doing that which cannot be done on account of the bar under other provisions of the Code. The court is not empowered to review",1,Criminal Law,ilc
"High Courts do not usually interfere in matters of Paramilitary transfers; however exceptions can be made only in the rarest or rare cases where there is no alternative. A single-member bench of the High Court of Jharkhand consisting of Justice Dr. S.N. Pathak dealt with this matter in the case of Mukesh Singh C.I.F.F. No. 942294301 v The Union of India [W.P. (S) No. 1482 of 2021] on 8th June 2021. The petitioner, Mukesh Singh is working for the Central Industrial Security Force and is presently posted at the CISF Unit in Jadugoda. His wife has conceived using I.V.F. Technology at Jamshedpur where she needs to visit for regular consultation of the doctors. Her expected date of delivery is 2nd September 2021; however on 13th April 2020 he was issued a transfer order. The petitioner mentioned that he is conscious of the fact that the high court does not usually interfere with transfer orders in the CISF, however in the present scenario and special circumstances he humbly prays for the Court to stay the transfer order for three months on the grounds of the doctor’s advice that his wife needed complete bed rest and he is the only person who can look after her. The respondents vehemently opposed the contention.",6,Labour & Employment Law,ilc
"An educational trust registered under Section 12AA ran a school and generated a substantial surplus, which it utilized to expand the school building. The AO denied the exemption under Section 11, arguing that the trust was operating on commercial lines with a profit motive. The ITAT ruled that the generation of an incidental surplus does not vitiate the charitable nature of the trust, provided the funds are applied solely for educational purposes. The exemption was restored as no funds were diverted for personal benefit.",8,Taxation Law,synthetic
"A patentee sued a generic manufacturer for infringement. During the trial, the generic company filed a counterclaim for revocation of the patent under Section 64, proving that the patentee had failed to disclose mandatory details of parallel foreign patent applications as required by Section 8 of the Patents Act. The High Court revoked the patent, emphasizing that the duty of full and frank disclosure to the Patent Office is an absolute statutory obligation, the breach of which is fatal to the patent.",7,Intellectual Property Law,synthetic
"The defendant, an e-commerce platform, was sued by an apparel brand for allowing third-party sellers to offer counterfeit products. The platform claimed safe harbor protection as an intermediary under the IT Act and Section 52 of the Copyright Act. The High Court rejected the defense, noting that the platform actively warehoused the goods, managed delivery, and promoted the counterfeits. Therefore, it was not merely a passive conduit and was liable for secondary infringement.",7,Intellectual Property Law,synthetic
"Not every M&A activity requires notiﬁcation to the Commission. As per Section 6(2) of the Act, only combinations require notiﬁcation to and approval of the Commission prior to their consummation.",3,Corporate / Company Law,milpac_cci
"“A minor girl’s infatuation with her alleged kidnapper cannot by itself be allowed as a defence, for the same would amount to surreptitiously undermining the protective essence of the offence of kidnapping.” The court held that a ‘consensual affair’ is not a defence against the charge of kidnapping. The Supreme Court of India presided over by J. N.V. Ramana, J. S.A. Nazeer &amp; J. S. Kant laid down this ratio in the case of Anversinh Vs. State of Gujarat, [Criminal Appeal No. 1919 of 2010]. The brief facts of the case are that the Appellant and prosecutrix were in love with each other. The prosecutrix left her home and went away with the Appellant to his village. After a Police Complaint by the family of the prosecutrix the were able to locate both of them and after a medical examination of the prosecutrix an FIR was filed against the Appellant. The trial court held the Appellant guilty for rape and kidnapping of the prosecutrix under Section 376, 363 &amp; 366 of IPC. The High Court set aside the charge for rape as there was clear evidence that the relationship between the Appellant and the Prosecutrix was consensual and therefore the Appellant was charged for the offence of kidnapping under IPC. The main question before the Supreme Court was whether a consensual affair can be a defence against the charge of kidnapping a minor? The Apex court stated that the evidence on record clearly states that the accused had induced the prosecutrix to reach at a designated place to accompany him, it observed that, “His core contention appears to be that in view of consensual affair between them, the prosecutrix joined his company voluntarily. Such a plea, in our opinion, cannot be acceded to given the unambiguous language of the statute as the prosecutrix was admittedly below 18 years of age.” The Court observed that, “A perusal of Section 361 of IPC shows that it is necessary that there be an act of enticing or taking, in addition to establishing the child’s minority (being sixteen for boys and eighteen for girls) and care/keep of a lawful guardian. Such ‘enticement’ need not be direct or immediate in time and can also be through subtle actions like winning over the affection of a minor girl. However, mere recovery of a missing minor from the custody of a stranger would not ipso­facto establish the",1,Criminal Law,ilc
A 'Caveat' was filed to ensure that no ex-parte order is passed without notice to the caveator.,9,Civil Procedure / Other,original
"When ancestors die without making a gift deed or a Will (interstate) or any deed of family settlement, the joint family has a right over the ancestral property and all the living heirs require the signing of a partition deed or a filing of a petition suit in order to carve out specific shares of each heir. Legal notice for partition of property is a formal intimation to another person, informing them of the intention to partition the joint property and undertake legal proceedings if need be. In the case of many joint owners of the property, if you are willing for partition, you can send a partition legal notice to the other joint owner is showing your intention to do so. Joint owners can send a partition suit legal notice if either of them tries to sell its portion without written consent of the other.",4,Property / Real Estate Law,pdf
"(a) For the ﬁrst applicant approaching CCI by submitting an application for Lesser Penalty, beneﬁt of reduction in penalty of upto or equal to 100 % may be given; (b) For the second applicant approaching CCI by submitting an application for Lesser Penalty, beneﬁt of reduction in penalty of upto or equal to 50 % may be given; and (c) For the third and all subsequent applicants approaching CCI by submitting an application for Lesser Penalty, beneﬁt of reduction in penalty of upto or equal to 30 % may be given.",3,Corporate / Company Law,milpac_cci
"The GST department levied an 18% tax on the transfer of technical know-how and software source code, classifying it as a supply of services. The taxpayer contended that the transaction was an absolute assignment of intellectual property rights, qualifying as an exempt capital transfer under specific schedules. The Appellate Authority upheld the department's view, ruling that the ""right to use"" intellectual property, even if perpetual, constitutes a taxable supply of services under the CGST Act.",7,Intellectual Property Law,synthetic
"All bids meeting the technical qualification must be invited so that the employer/ tender floating authority gets the most favorable product or services at the most competitive price. This was held in the judgment passed by a two- judge bench comprising Hon’ble Mr. Justice Vipin Sanghi And Hon’ble Mr. Justice Jasmeet Singh, in the matter Resoursys Telecom And Anr V. Navodaya Vidyalaya Samiti [W.P.(C) 6676/ 2021 &amp; CM APPLs. 21018/2021, 23797 – 798/2021], dealt with an issue where the petitioner filed a petition seeking the quashing of invitation to tender dated 12.02.2021 issued by Respondent No.1 i.e. Navodaya Vidyalaya Samiti on the portal of Government E-Market Place (GEM), and in particular, letter dated 29.06.2021 issued to the Petitioner. The Petitioner is a partnership firm dealing in trading and supplying of information and technological goods. Petitioner No.2 is one of the partners of Petitioner No.1. The Respondent No.1 Navodaya Vidyalaya Samiti (NVS) is an autonomous organisation under the Ministry of Education. Respondent No.1 issued invitation to tender for supply of 68,940 tablets on the online trading portal of the Government of India, i.e. GEM. The essential Qualification Criteria with regard to past experience contained in the Notice Inviting Tender (NIT) – with which we are concerned, is that the bidder should have the stipulated past experience of dealing in “same or similar category products”. The bid document was subsequently revised, and there were certain corrigendum and amendments that were issued by Respondent No.1 from time to time, changing certain technical and general conditions of the tender. The Petitioner being desirous of participating in the tender process offered its product i.e. tablet, which is being manufactured by an Indian company, namely, M/s Lava International Ltd., on 27.04.2021. The Petitioner was duly authorised by the manufacturer to participate in the tender process. The Respondent gave the reason that the petitioner does not qualify the past performance criteria, as the work orders for smart phones, laptops, aadhar kits, power banks, etc. are not considered as same or similar category products of tablets. Counsel for the petitioner is that smart phones are goods which belong to the same or similar category, as “Tablets”. The act of Respondent No.1 in excluding smart phones from “same or similar category of products” is unreasonable, and against the principles of fair play and logic. After hearing both the parties The Hon’ble Delhi High Court allowed the petition and quashed",0,Contract Law,ilc
"The Hon’ble Justice B. Vijaysen Reddy judged a case dealing with section 138 of the Negotiable Instruments Act, where he held that “Mere assurance of payment or selection of jewelry cannot be the basis to rope in the petitioners. It is vaguely stated in the complaint that the petitioners are directors and responsible for the day-to-day affairs of the A1 company. But in the given facts and circumstances of the case and particularly the uncontroverted claim of the petitioners that they are household ladies, this Court is of the opinion that vague and omnibus against the petitioners/directors as being responsible for the day-to-day affairs of A1 company is not sufficient. Mere verbatim reproduction of the words contained in Section 141 of the Negotiable Instruments Act without any specific role attributed to each of the petitioners in the A1 company, cannot be the basis to prosecute the petitioners, as the same would unjust and result in abuse of process of law”. This case was Smt. Akkinapalli Sujatha &amp; others Vs. The State of Telangana [CRIMINAL PETITION No.8231 of 2011] Brief facts of the case are, the complainant is a wholesale dealer in gold. A1 is the jewelry shop. A2 is the Managing director of A1. A3 to A9 are the directors of the company. A2 to A9 visited the complainants shop to do business transactions. They shopped for Rs. 25,49,121. They paid through 2 cheques; one worth Rs. 4,75,000/- and the other Rs.20,74,121/-. Both these cheques were dishonoured. The complainant sent a statutory notice to A1 to A9 which was returned with an endorsement ‘not claimed’. He then filed a case before the Hon’ble High Court. The counsel for the petitioners contends that A3-A9 have resigned from A1 company. Furthermore, since A2 has signed on these cheques, he must be held liable for such a dishonour. After hearing both the counsels, the High court observed that occupation in the cause title of the petition of the petitioners No. 5,7,8 and 9 was ‘house wife’. The learned judge was of the opinion that “though allegations are made against all the petitioners that they have selected the jewelry and assured payment to complainant, such facts are not relevant to prosecute them for the offence under Section138 read with Section 141 of the Negotiable Instruments Act. The petitioners are neither signatory of the cheques nor in any way responsible for issuance of the subject",1,Criminal Law,ilc
"To avail the beneﬁts of Lesser Penalty, the Lesser Penalty applicant ought to: (a) make full, true and vital disclosures in respect of the cartel conduct before CCI; (b) cease further participation in the cartel from the date of ﬁling the Lesser Penalty application, unless otherwise directed by CCI; (c) render genuine, full, continuous and expeditious cooperation throughout the investigation as well as before CCI till completion of the proceedings; (d) not conceal, destroy, manipulate or remove any relevant document in any manner, that may contribute to the establishment of the contravention; and (e) fulﬁl any other and/or further restriction and/or condition which CCI may deem ﬁt to impose, considering the facts and circumstances of a particular case.",3,Corporate / Company Law,milpac_cci
It should be made clear in the notice as to how your right has been infringed and how your reputation has been damaged due to the act or omission by the opposite party and for that what you want from him/her. A specific direction must be given to the opposite party along with a time limit.,1,Criminal Law,pdf
Occupational safety and health (OSH) standards are designed to prevent workplace hazards.,6,Labour & Employment Law,original
"The impugned scheme is unique and novel as it says a complete goodbye to laws and is against the interest of the public at large, especially the youth. The decision of the administrator must be within four corners of the law, and not one which no sensible person could have reasonably arrived at having regard to the principle of reasonableness. MSRTC fails to satisfy the test and standard of reasonableness since the object behind the scheme appears to be not bona fide and instead of a blatant abuse of powers. This remarkable judgment was passed by the Bombay High Court in THE HIGH COURT OF BOMBAY, AURANGABAD BENCH V STATE OF MAHARASHTRA [SUO MOTO PUBLIC INTEREST LITIGATION NO. 01 OF 2017] by Honourable Justice S.V. Gangapurwala and Honourable Justice Shrikant D. Kulkarni. The scheme introduced by the Maharashtra State Road Transport Corporation as “Kutumb Suraksha Yojna” through which, terminated or suspended conductors are sought to be re-appointed under the said scheme, is being challenged in this Suo Moto Public Interest Litigation. Several writ petitions were filed before this Court seeking relaxation of the age restriction made under the notification of the MSRTC from 45 to higher age in order to get benefit of the said scheme “Kutumb Suraksha Yojna”. The said writ petition was placed before the Division Bench of this Court when this Court noticed that the scheme floated by the MSRTC is against the public interest since the employees who were charged or terminated or suspended on account of mis-appropriation of funds sought to be re-appointed under the guise of the scheme. This Court, converted the above said writ petition into Suo Moto Public Interest Litigation to consider the notification in question since it is against the interest of the public at large. The facts leading to this Suo moto PIL are, MSRTC came up with a novel scheme of re-appointment of those conductors who are either suspended or terminated in order to extend financial benefits to the family members of such conductors under the scheme “Kutumb Suraksha Yojna”. In the official circular, it was mentioned that conductors who are dismissed on account of mis-appropriation or any charges of fraud or otherwise, will be re-appointed. The intention in launching such scheme was tried to be canvassed in such a fashion to show that due to the litigation between the MSRTC and the suspended conductors, heavy financial loss is",6,Labour & Employment Law,ilc
"The assessee executed a Business Transfer Agreement to sell its entire chemical manufacturing division as a going concern for a lump sum consideration without assigning values to individual assets. The Assessing Officer sought to tax the transaction by computing short-term capital gains on depreciable assets under Section 50. The ITAT ruled that the transaction qualified as a slump sale under Section 50B of the Act. As the undertaking was held for more than 36 months, the resultant gain was liable to be taxed as long-term capital gains.",8,Taxation Law,synthetic
"A software company based in Karnataka provided IT services to a client located in Maharashtra, billing it as an inter-state supply subject to IGST. The GST authorities in Karnataka demanded CGST and SGST, claiming the Place of Supply was the supplier's location under Section 12 of the IGST Act since the client was unregistered. The Appellate Authority reviewed the contract and held that the services were tied to a specific immovable property in Maharashtra. Hence, the Place of Supply was Maharashtra, and IGST was correctly charged.",8,Taxation Law,synthetic
"Background: The Consumer Protection Act: Established in 1986, it aims to provide better protection to the rights and interests of consumers. The Act empowers consumers to redress their grievances or disputes through consumer councils and various authorities for settlement of disputes. This act is regarded as ‘Magna Carta in the field of consumer protection to keep a check on unfair trade practices, defects in goods, and deficiencies in services. Introduction: This case further emphasized the Consumer Protection Act, 1986 when it comes to seeking redress by the consumer. The given case revolved around a student (respondent) who was denied a refund of his fee by his medical coaching institute (appellant). The court in its judgment has further highlighted that denying refund of fee under the guise of a condition imposed by an institution was against the principles of equity, natural justice, and fair trade. Constitution and Statutory provisions discussed: Consumer Protection Act, 1986 Facts: The respondent had taken admission at the appellant’s institute for coaching for the medical entrance examination for a period of 2 years. The respondent had deposited the lump sum fees of Rs. 18,734 in two installments within six months. After a year, the respondent left the institute mid-way on the ground that it wasn’t up to the mark as the faculty members of the institute taught mostly engineering subjects and higher preference was given to engineering students. As the situation was not improving the respondent decided it would be futile to waste another year in such a situation and withdrew from the institute. He had asked for a refund of the balance fees which was declined. Aggrieved by this the respondent filed a complaint before the district forum for relief. The district forum directed the appellant to refund part of the fees of Rs. 18,734 without any compensation for mental agony, etc. Issues: Judgment: The court in the given case was of the same view as that which had been upheld by the National Commission and the Supreme Court which states that ‘no institute or coaching center shall charge lump sum fees for the whole duration or should refund the fees if there is a deficiency in service in the quality of coaching etc. or for which period the student does not attend coaching as any clause saying that fees once paid shall not be refunded are unconscionable and unfair and therefore not enforceable. The court",0,Contract Law,ilc
"An Indian generic drug manufacturer filed an application for a compulsory license under Section 84 of the Patents Act to manufacture a patented anti-cancer drug. They argued that the patented invention was not available to the public at a reasonably affordable price. The Controller General of Patents granted the compulsory license, noting the stark disparity between the patentee's imported drug price and the per capita income in India, while fixing a 6% royalty rate to be paid to the innovator.",7,Intellectual Property Law,synthetic
"Entire conﬁdential case records or part thereof as decided by the Commission while setting up the Conﬁdentiality Ring can be made accessible through the Conﬁdentiality Ring. However, the following category of documents (except and to the extent that the same have been relied upon by the Director General in the Investigation Report) cannot be made accessible to the members of the Conﬁdentiality Ring: (a) documents/material obtained through search and seizure operations; (b) e-mail dumps; (c) call detail records; or (d) any other document/material in the nature of personal information.",3,Corporate / Company Law,milpac_cci
"Further, it was noted that the Hon’ble CIC in the matter of Sh. Pattipati Rama Murthy vs. CPIO, SEBI (Decision dated July 8, 2013), held: “… if it (SEBI) does not have any such information in its possession, the CPIO cannot obviously invent one for the benefit of the Appellant. There is simply no information to be given.” In view of these observations, it was found that the information sought by the appellant was not available with SEBI and therefore, the respondent cannot be obliged to provide such non–available information. Further, the appellant, in his appeal, has submitted that SEBI should compile the details and forward the same to the appellant. Mr Baiwar found that the respondent is only expected to see that the information to be furnished to an applicant is the one which exists with the public authority when it receives an application under the RTI Act. The respondent has categorically stated in its response that the information sought was not available with SEBI. The respondent is not expected to obtain any information for the sole purpose of providing the same to an applicant under the RTI Act. On perusal of the appeal, it appears that the appellant has grievance regarding levy of exit load in MFs redeemed prior to completion of one year. It was noted that the Hon’ble CIC, in the matter of Sh. Triveni Prasad Bahuguna vs. LIC of India, Lucknow (Decision dated September 6, 2012), held: “The Appellant is informed that … redressal of grievance does not fall within the ambit of the RTI Act rather it is up to the Appellant to approach the correct grievance redressal forum…”. In view of these observations, it was found that if the appellant has any grievance, the remedy for the same would not lie under the provisions of the RTI Act.",9,Civil Procedure / Other,ilc
"The argument credited to the victim was undoubtedly articulated by the mother based on the victim’s signs and gestures. However, the victim’s symptoms were not listed in the interview, and since she is a party of concern, her evidence is not credible. The judgment was passed by The High of Court Gauhati in the case Of Abdul Karim @ Gatu Vs the State of Assam And Anr. [Crl.A./5/2019] by Division Bench consisting of Hon’ble Shri Justice Suman Shyam &amp; Justice Mir Alfaz Ali. The case as unfolded at the trial, may, briefly, stated as the victim in the instant case is a deaf and dumb girl of 22 years of age. the accused took the daughter of the informant to an isolated place on the backside of Moinamati building and committed rape on her. The incident was witnessed, the father of the victim lodged an FIR, on the basis of which, police registered the case under Section 376 IPC and upon completion of the investigation submitted a charge sheet against the appellant under Section 376 IPC. Learned Counsel for the appellant, contends that the prime witnesses of the prosecution contradicted on material facts and as such testimony of all these four witnesses was totally unreliable. Though they projected themselves to be eyewitnesses, in fact, none of them was an eye witness of the occurrence and as such, no reliance could have been placed on the testimony of these four witnesses, submits Mr Choudhury. He further submits that the evidence of the victim was also not reliable, inasmuch as, her statement was recorded with the aid of her mother, who was an interested witness. On the contrary Learned Counsel contends that in a case of sexual assault, the testimony of the victim is sufficient to record conviction without any corroboration, inasmuch as, the victim of the sexual offence cannot be disbelieved unless her testimony is found to have suffered from inherent improbabilities. The court relying on the Apex Court in the State of Rajasthan Vs. Darshan argues, “that the testimony of the victim in the instant case recorded with the aid of her mother being an interested witness cannot be given any credence.”",6,Labour & Employment Law,ilc
"The present petition under Section 34 of the Arbitration and Conciliation Act, 1996, impugning an Arbitral Award dated 13.06.2019 and the same issue was held in the judgement passed by a single bench judge comprising HON’BLE MR JUSTICE VIBHU BAKHRU, in the matter, BHARAT SANCHAR NIGAM LTD V. M/S VINDHYA TELELINKS PVT. LTD. dealt with an issue mentioned above The context of disputes which had arisen between the parties in respect of the contract for supply and purchase of Polyethylene Insulated Jelly Filled Cables (PIJF Cables). In terms of the contract between the parties, M/s Vindhya Telelinks Pvt. Ltd. had agreed to supply PIJF Cables to BSNL. Since the element of copper constitutes the main raw material for the manufacture of the PIJF Cables, the parties had agreed that the prices of the PIJF Cables to be supplied, would be suitably adjusted to accommodate the increase or decrease in the price of copper wire rods. BSNL had agreed to issue monthly circulars regarding the price of copper for calculation of the price variation. BSNL had issued a Notice Inviting Tender (NIT) dated 12.01.2005 inviting O.M.P. (COMM) 503/2019 inquiries for the procurement of “120 LCKM PIJF Cables” The Instructions to Bidders required the bidders to quote composite prices inclusive of all the levies and taxes but excluding entry tax, based on the copper wire prices. Clause 9.8 of the Instructions to Bidders expressly provided that the prices would be quoted considering the price of copper wire as ₹1,83,366/, Whereas BSNL issued monthly circulars indicating the provisional price of copper wire rod and specifying that the same would be subject to finalization. Based on the provisional prices of copper wire rods, VTPL effected supplies and raised its invoices and also they issued a circular dated 21.08.2006 finalizing the copper rod price for each month commencing April 2005 to August 2006. VTPL requested BSNL to correct the circular to enable it to furnish invoices for the differential amount, which is quantified at ₹4,50,48,097/-. Thereafter, on 20.04.2007, VTPL issued a notice calling upon BSNL to pay the differential amount of ₹4,50,48,097/- together with interest at the rate of 18% per annum, failing which to appoint an arbitrator in terms of the arbitration agreement (Clause 20 of Section III of the bid documents). But BSNL did not accede to the said request for the appointment of an arbitrator. VTPL claims that thereafter the parties exchanged",8,Taxation Law,ilc
"Yes, the value of assets and turnover of the controlled enterprises, beneﬁcially owned or not, would be relevant for the purpose of computing threshold under Section 5 of the Act. (For reference, please see order dated 17th December 2021 issued under Section 43A of the Act against Invest Corp India available at https://www.cci.gov.in/combination/ orders-section43a_44)",3,Corporate / Company Law,milpac_cci
"A prominent television broadcaster filed a copyright infringement suit against a cable operator for retransmitting its live cricket feed without permission. The cable operator defended its actions by claiming it had applied for a statutory license under Section 31D. The High Court granted a permanent injunction, ruling that the statutory licensing regime under Section 31D applies only to radio and internet broadcasting of sound recordings and musical works, not to live television broadcasts or cinematograph films.",7,Intellectual Property Law,synthetic
"A registered proprietor of a trademark filed a suit for infringement against a defendant who had been openly using an identical mark for over twelve years with the plaintiff's knowledge. The defendant raised the plea of acquiescence under Section 33 of the Trade Marks Act. The High Court dismissed the suit, holding that a proprietor who stands by and allows a competitor to build a business for a continuous period of five years or more loses the right to seek an injunction.",7,Intellectual Property Law,synthetic
"Yes. The Informant can claim conﬁdentiality over its identity by making a request in writing. It is advised to refer to Regulation 35 of the CCI (General) Regulations, 2009 as amended, in this regard.",3,Corporate / Company Law,milpac_cci
"Petitioner seek a direction to the respondent to recall of witness power to be invoked to meet the ends of justice for strong and valid reasons with cautions and circumspection, and the same issue was held in the judgement passed by a single bench judge Hon’ble Dr Yogendra Kumar Srivastava, J. In the matter, Mishri Lal V/s State of U.P. and Another [CRIMINAL REVISION No. – 3260 of 202] dealt with an issue mentioned above. The present criminal revision has been filed seeking to set aside the judgement and order dated 17.11.2021 passed by Additional Sessions Judge, Court No. 1, Mainpuri in Session Trial No. 316 of 2014 (State vs. Anoj Kumar), under Sections 307, 504 I.P.C., Police Station-Kishni, District-Mainpuri, arising out of Case Crime No. 266 of 2014, on the application of the opposite party no.2 filed under Section 319 of the Code of Criminal Procedure, 19731. The power to proceed against persons named in FIR with specific allegations against them, but not charge-sheeted, was reiterated in Rajesh and others Vs. The state of Haryana,4 and it was held that persons named in the FIR but not implicated in charge sheet can be summoned to face trial, provided during the trial some evidence surfaces against the proposed accused. The court perused the facts and arguments presented in the case The power under Section 319 of the Code to summon even those persons who are not named in the charge-sheet to appear and face trial, being unquestionable and the object of the provision being not to allow a person who deserves to be tried to go scotfree by being not arraigned in the trial in spite of the possibility of his complicity which can be gathered from the evidence during the course of the trial, the order passed under Section 319 of the Code summoning the revisionist does not contain any material error so as to warrant inference. Click here to read the judgment",1,Criminal Law,ilc
"Under the Lesser Penalty regime of CCI, an application for Lesser Penalty may be made by any producer, seller, distributor, trader or service provider included in any cartel, and such applicant may be an (a) enterprise who is or was a member of a cartel or (b) individual who is or was involved in the cartel on behalf of such enterprise. An application for Lesser Penalty may, however, be made only with respect to cartel conduct, i.e., producers, sellers, distributors, traders or service providers coming together and agreeing amongst themselves to limit, control or attempt to control production, distribution, sale, price or trade in goods or provision of services (including bid-rigging and collusive bidding).",3,Corporate / Company Law,milpac_cci
"The Income Tax Department launched prosecution proceedings against the managing director of a company under Section 276CC for willful failure to file the return of income within the due date. The assessee pleaded that the delay was due to the statutory auditor's sudden demise, which delayed the finalization of the balance sheet. The trial court acquitted the assessee, holding that the delay was not willful and the assessee had a reasonable cause under Section 278AA. Furthermore, the entire tax liability had been discharged via advance tax.",8,Taxation Law,synthetic
"The plaintiff, a multinational pharmaceutical company, sought an interim injunction against a generic manufacturer for infringing its patented formulation. The defendant invoked Section 3(d) of the Patents Act, arguing that the plaintiff's patent merely claimed a new form of a known substance without demonstrating enhanced therapeutic efficacy. The High Court refused the injunction, observing that the patent was vulnerable to revocation and the defendant had raised a credible challenge under the ""Novartis"" standard.",7,Intellectual Property Law,synthetic
"The objective of standstill obligations is to ensure that the parties remain independent competitors as they were before the proposed transaction, and accordingly, what constitutes contravention of standstill obligations is the activities, actions and arrangements, etc., which may reduce or have the potential to reduce the degree of independence or the incentives of the parties to compete as they were competing earlier. The Commission, by way of its decisional practice, has considered the various aspects of a combination transaction that may require parallel activities on the part of the parties to a combination and highlighted speciﬁc instances of action and arrangements that may be considered contravention of standstill obligations.",3,Corporate / Company Law,milpac_cci
